knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K00222	712.50	full	all	0.533699	763	738	2160	518	2.71	0.590	Delta14-sterol reductase [EC:1.3.1.70]
K00223	498.80	full	all	0.988752	226	221	1898	1173	2.03	0.591	Delta24(24(1))-sterol reductase [EC:1.3.1.71]
K00224	278.63	domain	trim	0.995283	673	637	1026	403	1.60	0.590	chloroplastic oxoene reductase [EC:1.3.1.-]
K00225	550.77	full	all	1.000000	202	194	1793	647	1.24	0.590	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]
K00226	267.13	domain	trim	0.806759	1274	1044	1262	417	7.07	0.590	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00227	138.53	domain	all	0.975747	1469	1405	2161	502	8.28	0.590	Delta7-sterol 5-desaturase [EC:1.14.19.20]
K00228	62.83	full	all	0.999659	4964	4391	3839	558	4.03	0.590	coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	67.87	full	trim	0.992899	1745	1414	946	278	12.46	0.590	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	145.13	domain	all	0.984751	3953	3554	7215	642	9.80	0.590	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00232	166.40	domain	all	0.886838	4154	4021	9217	877	7.84	0.590	acyl-CoA oxidase [EC:1.3.3.6]
K00233	966.03	full	all	0.998358	368	307	743	656	0.70	0.589	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12]
K00234	1134.40	full	all	0.923451	1344	1272	3934	790	1.24	0.591	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00235	505.10	full	all	0.853480	1513	1388	2277	500	3.21	0.590	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
K00236	135.63	full	all	0.864398	1133	1046	1493	291	9.64	0.590	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
K00237	95.40	domain	all	0.974693	912	846	1084	215	5.81	0.590	succinate dehydrogenase (ubiquinone) membrane anchor subunit
K00239	612.43	domain	all	0.692289	7861	6493	2902	623	3.68	0.590	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K00240	139.00	domain	all	0.638969	7909	6070	1708	355	4.60	0.590	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00241	53.70	domain	all	0.906514	7059	5492	2026	306	18.31	0.590	succinate dehydrogenase cytochrome b subunit
K00242	65.93	domain	trim	0.925275	4325	3160	705	175	12.02	0.590	succinate dehydrogenase membrane anchor subunit
K00243	154.47	full	all	0.999771	2652	2183	1247	429	5.27	0.590	uncharacterized protein
K00244	695.13	full	trim	0.960633	945	648	954	590	0.98	0.590	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K00245	290.37	full	all	0.959363	954	548	659	318	1.50	0.591	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00246	47.93	full	all	0.998246	946	568	272	135	3.48	0.590	succinate dehydrogenase subunit C
K00247	36.77	domain	trim	0.997245	953	545	265	122	3.40	0.590	succinate dehydrogenase subunit D
K00248	512.57	domain	all	0.748783	2435	2204	2828	470	4.33	0.590	butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	381.17	full	all	0.326241	13166	11868	7759	577	14.88	0.590	acyl-CoA dehydrogenase [EC:1.3.8.7]
K00251	588.07	domain	all	0.950036	458	427	984	444	1.08	0.590	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]
K00252	498.47	full	all	0.936611	5149	4653	3033	563	2.77	0.590	glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	492.97	full	trim	0.972948	3130	2803	2580	510	3.29	0.590	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	163.87	domain	all	0.978573	6808	5950	5738	543	6.96	0.590	dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255	565.27	full	trim	0.736013	2513	2270	2020	524	2.43	0.590	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00257	413.47	domain	all	0.982856	137	90	609	386	1.43	0.590	acyl-ACP dehydrogenase [EC:1.3.99.-]
K00258	271.17	full	all	1.000000	10	10	346	305	0.83	0.589	swainsonine biosynthesis oxidoreductase SwnR [EC:1.3.1.-]
K00259	272.83	full	all	0.995962	5199	4600	965	425	4.51	0.590	alanine dehydrogenase [EC:1.4.1.1]
K00260	636.03	domain	all	0.861292	1022	770	779	417	1.41	0.589	glutamate dehydrogenase [EC:1.4.1.2]
K00261	524.83	full	all	0.792274	4255	3776	4634	826	5.64	0.590	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	446.47	domain	all	0.973520	4693	3952	2759	724	2.68	0.590	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	467.70	full	all	0.729640	2092	1753	1291	499	3.35	0.590	leucine dehydrogenase [EC:1.4.1.9]
K00264	2574.67	full	all	0.983531	594	588	8502	2286	0.96	0.591	glutamate synthase (NADH) [EC:1.4.1.14]
K00265	1975.77	domain	all	0.731453	5776	5169	4765	1594	2.14	0.590	glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K00266	510.73	domain	all	0.839412	7128	6185	4327	653	4.72	0.590	glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K00270	522.63	full	all	0.933553	103	93	436	373	1.13	0.591	phenylalanine dehydrogenase [EC:1.4.1.20]
K00271	494.63	full	all	0.970461	383	368	576	358	0.99	0.589	valine dehydrogenase (NAD+) [EC:1.4.1.23]
K00272	423.83	full	all	0.750830	732	717	2656	455	3.66	0.590	D-aspartate oxidase [EC:1.4.3.1]
K00273	143.93	full	all	0.580448	1614	1540	3682	554	7.65	0.590	D-amino-acid oxidase [EC:1.4.3.3]
K00274	310.73	domain	all	0.653017	3620	3400	6524	864	17.37	0.590	monoamine oxidase [EC:1.4.3.4]
K00275	29.97	full	all	0.934988	7077	6203	3822	421	13.67	0.590	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	563.17	full	all	0.918716	3520	3373	10036	788	6.06	0.590	primary-amine oxidase [EC:1.4.3.21]
K00277	539.00	full	trim	0.959148	710	671	1877	451	1.24	0.589	protein-lysine 6-oxidase [EC:1.4.3.13]
K00278	521.57	full	all	0.965859	5660	5034	5035	616	3.32	0.590	L-aspartate oxidase [EC:1.4.3.16]
K00279	190.37	full	all	0.999668	1585	1503	2846	627	2.67	0.590	cytokinin dehydrogenase [EC:1.5.99.12]
K00280	406.93	domain	all	0.923439	1861	1819	7218	780	5.50	0.590	lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]
K00281	653.40	full	all	0.999902	5574	5101	6177	1188	1.48	0.589	glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]
K00282	413.33	domain	trim	0.996588	1994	1758	976	503	2.62	0.590	glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2]
K00283	533.00	domain	all	0.996252	1983	1736	1512	624	1.82	0.591	glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2]
K00284	2265.47	domain	all	0.623790	746	720	3768	1544	1.48	0.590	glutamate synthase (ferredoxin) [EC:1.4.7.1]
K00285	344.37	full	all	0.969422	4546	3921	1741	521	5.74	0.590	D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	165.07	full	all	0.954923	10939	9464	5596	407	9.73	0.590	pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	53.80	full	all	0.905335	7787	6483	3393	306	11.29	0.590	dihydrofolate reductase [EC:1.5.1.3]
K00288	1450.37	full	all	0.928795	942	931	3228	1118	1.60	0.590	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]
K00289	733.70	domain	trim	0.997765	906	897	3993	1155	1.03	0.589	formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	137.50	domain	trim	0.913564	1752	1635	2180	459	6.50	0.590	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	725.30	full	all	0.868363	156	152	1978	456	1.05	0.589	saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	477.70	full	all	0.929109	3340	3043	4061	664	3.37	0.590	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00295	207.80	full	all	0.950586	211	202	1152	463	2.30	0.590	methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]
K00296	535.00	full	all	1.000000	8	6	417	391	0.62	0.588	D-nopaline dehydrogenase [EC:1.5.1.19]
K00297	185.57	domain	all	0.751788	6853	5834	3621	473	11.04	0.590	methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]
K00298	364.20	full	trim	0.952205	114	96	465	332	1.63	0.591	N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]
K00299	94.20	domain	all	0.964169	3716	3148	1981	286	7.73	0.590	FMN reductase [EC:1.5.1.38]
K00300	333.40	full	all	1.000000	128	120	393	285	1.06	0.590	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-]
K00301	407.37	domain	all	0.760194	909	882	1461	511	5.19	0.590	sarcosine oxidase [EC:1.5.3.1]
K00302	1360.97	full	all	0.895765	1296	1173	2662	1263	2.18	0.590	sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]
K00303	639.00	full	all	0.911432	1282	1026	583	416	1.01	0.589	sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]
K00304	110.23	domain	all	0.891128	1252	1001	278	125	2.62	0.590	sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]
K00305	126.60	domain	all	0.879778	1273	1127	678	256	12.55	0.590	sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]
K00306	322.27	full	all	0.818641	1301	1271	4124	665	6.87	0.590	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00307	856.13	full	all	1.000000	6	5	558	540	0.50	0.585	reticuline oxidase [EC:1.21.3.3]
K00308	626.80	domain	all	0.876426	519	514	3655	694	3.20	0.590	N1-acetylpolyamine oxidase [EC:1.5.3.13]
K00309	860.57	domain	all	1.000000	364	352	1693	818	1.02	0.590	dimethylglycine oxidase [EC:1.5.3.10]
K00310	305.57	full	all	0.631278	303	293	976	394	2.86	0.590	pyrimidodiazepine synthase [EC:1.5.4.1]
K00311	250.67	full	all	0.984691	3871	3515	4371	681	2.55	0.590	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00312	476.73	full	trim	0.975515	818	520	1957	509	1.69	0.591	wingless-type MMTV integration site family, member 3
K00313	307.17	full	all	0.998898	1222	909	1022	485	2.32	0.590	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
K00314	690.53	full	all	0.994143	607	599	3523	974	1.56	0.590	sarcosine dehydrogenase [EC:1.5.8.3]
K00315	780.93	full	all	0.996080	1171	1150	2808	977	1.99	0.590	dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316	333.53	full	all	1.000000	281	254	1063	621	2.56	0.590	spermidine dehydrogenase [EC:1.5.99.6]
K00317	707.97	full	all	1.000000	217	209	1072	694	1.23	0.589	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318	176.07	domain	all	0.665307	3627	3299	4566	489	7.35	0.590	proline dehydrogenase [EC:1.5.5.2]
K00319	330.80	full	all	1.000000	129	110	318	276	0.89	0.589	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]
K00320	220.23	full	all	0.897886	739	690	1000	390	9.20	0.590	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00322	408.80	full	all	0.988757	1933	1395	2282	488	3.07	0.590	NAD(P) transhydrogenase [EC:1.6.1.1]
K00323	892.03	domain	all	0.996878	834	804	2800	1140	1.22	0.591	proton-translocating NAD(P)+ transhydrogenase [EC:7.1.1.1]
K00324	360.33	domain	all	0.633269	6883	5537	2110	487	4.85	0.590	proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1]
K00325	632.53	full	all	0.965660	4361	3574	2927	873	3.63	0.590	proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1]
K00326	155.00	full	all	0.808072	3738	3560	7116	519	11.28	0.590	cytochrome-b5 reductase [EC:1.6.2.2]
K00327	562.73	full	all	0.963035	1526	1480	5104	803	4.16	0.590	NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
K00330	129.73	full	all	0.859312	5971	4296	1131	270	10.30	0.590	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
K00331	269.80	domain	all	0.655828	5969	4093	1417	310	3.10	0.590	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
K00332	187.40	domain	all	0.751486	4337	3787	3016	308	9.85	0.590	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
K00333	515.73	domain	all	0.652049	4628	3976	1993	485	2.70	0.590	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
K00334	158.70	domain	all	0.621849	5386	4204	2517	365	13.38	0.590	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
K00335	667.87	full	all	0.742429	5577	4631	3697	1143	7.75	0.590	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
K00336	687.77	full	all	0.721905	4921	4358	4558	871	6.84	0.590	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
K00337	415.63	full	all	0.871932	6127	5005	3712	465	3.91	0.590	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
K00338	125.63	domain	all	0.682573	5853	4316	1991	245	5.60	0.590	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
K00339	129.27	full	all	0.869578	5877	4751	2584	254	10.27	0.590	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
K00340	93.60	domain	all	0.857498	5707	3791	670	183	7.31	0.590	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
K00341	563.40	full	all	0.858719	5965	5272	8237	681	3.59	0.590	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
K00342	565.13	full	all	0.816222	6271	5427	4609	676	6.86	0.590	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
K00343	333.57	domain	all	0.890383	5941	5122	4219	662	7.46	0.590	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
K00344	275.17	domain	all	0.747640	15765	14257	7544	521	12.89	0.590	NADPH:quinone reductase [EC:1.6.5.5]
K00345	66.63	full	all	0.998325	333	299	479	235	1.73	0.589	NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]
K00346	188.33	full	all	0.998450	1571	1288	846	447	2.40	0.591	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]
K00347	276.47	full	trim	0.981910	1644	1281	1164	436	2.49	0.591	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]
K00348	102.67	domain	all	0.996524	1662	1298	1574	860	3.84	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]
K00349	229.90	full	all	0.997798	1654	1138	392	206	1.35	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]
K00350	223.40	full	all	0.991616	1718	1137	481	217	1.29	0.591	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]
K00351	277.10	full	trim	0.995833	1702	1319	1312	438	2.39	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]
K00354	450.73	full	trim	0.502095	1432	1304	1234	460	4.30	0.590	NADPH2 dehydrogenase [EC:1.6.99.1]
K00355	114.53	domain	all	0.873155	3881	3437	2174	340	7.69	0.590	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00357	111.10	full	all	0.988848	743	665	1292	305	2.50	0.590	dihydropteridine reductase [EC:1.5.1.34]
K00359	470.93	domain	all	0.990270	547	467	441	337	0.99	0.590	NADPH:quinone reductase [EC:1.6.5.5]
K00360	535.00	domain	all	0.751127	360	352	1973	518	2.22	0.590	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
K00361	1781.93	full	all	0.973549	234	214	1526	1352	0.80	0.589	nitrite reductase [NAD(P)H] [EC:1.7.1.4]
K00362	1222.20	domain	all	0.835900	2297	1986	3003	1116	1.59	0.591	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	137.57	domain	trim	0.867538	2218	1741	715	192	4.87	0.590	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	331.87	domain	all	0.982357	2853	2211	1689	431	1.93	0.589	GMP reductase [EC:1.7.1.7]
K00365	201.47	full	all	0.997276	1551	1473	1728	385	3.04	0.590	urate oxidase [EC:1.7.3.3]
K00366	609.47	full	all	0.847470	1106	1033	3152	704	5.38	0.590	ferredoxin-nitrite reductase [EC:1.7.7.1]
K00367	1050.93	full	all	0.807328	373	356	2077	818	2.21	0.590	ferredoxin-nitrate reductase [EC:1.7.7.2]
K00368	187.37	full	all	0.986554	1323	1170	2988	513	6.45	0.590	nitrite reductase (NO-forming) [EC:1.7.2.1]
K00370	820.57	full	all	0.980554	2675	2202	3563	1777	2.44	0.590	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00371	259.97	full	trim	0.985971	2667	2002	2116	934	2.19	0.590	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
K00372	958.47	domain	all	0.800846	2358	2232	4194	939	2.57	0.591	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	120.07	domain	all	0.942578	2595	1962	1304	376	7.96	0.590	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	145.33	domain	trim	0.948604	2578	1841	829	472	2.98	0.590	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K00375	349.53	full	all	0.982431	8165	7303	5425	663	8.65	0.590	GntR family transcriptional regulator / MocR family aminotransferase
K00376	494.27	full	all	0.999298	820	714	1408	775	2.11	0.590	nitrous-oxide reductase [EC:1.7.2.4]
K00378	588.43	full	all	0.777778	16	16	823	421	1.07	0.590	hydroxylamine oxidase [EC:1.7.2.9]
K00380	531.43	domain	all	0.813155	4223	3643	6588	1091	8.37	0.590	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	570.93	domain	trim	0.866247	3694	3166	3959	1133	4.68	0.590	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	472.67	full	all	0.946792	15577	13267	6443	678	5.81	0.590	dihydrolipoyl dehydrogenase [EC:1.8.1.4]
K00383	539.07	full	all	0.895065	5224	4552	3626	545	3.64	0.590	glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	322.20	full	all	0.816679	14522	12572	6105	445	9.53	0.590	thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	263.17	domain	all	0.944730	438	355	556	295	2.52	0.590	anaerobic sulfite reductase subunit C
K00386	86.13	domain	all	0.986928	84	78	196	110	1.80	0.590	sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]
K00387	447.47	domain	all	0.837324	1316	1266	4552	710	4.81	0.590	sulfite oxidase [EC:1.8.3.1]
K00389	31.57	domain	trim	0.989460	2210	1839	1108	195	11.76	0.590	putative membrane protein
K00390	173.00	full	all	0.875228	5981	5194	3464	407	12.57	0.590	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	595.73	full	all	0.830182	1931	1807	3183	755	5.23	0.590	sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00394	481.20	full	all	0.998291	307	294	944	582	1.38	0.591	adenylylsulfate reductase, subunit A [EC:1.8.99.2]
K00395	80.20	domain	all	0.998217	309	282	230	144	1.67	0.589	adenylylsulfate reductase, subunit B [EC:1.8.99.2]
K00399	768.07	full	all	1.000000	173	158	678	556	0.77	0.589	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]
K00400	405.63	domain	all	1.000000	250	222	898	535	1.19	0.589	methyl coenzyme M reductase system, component A2
K00401	508.80	full	all	1.000000	172	150	509	444	0.88	0.588	methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]
K00402	353.77	full	all	1.000000	172	148	295	255	0.79	0.591	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]
K00404	664.00	domain	trim	0.856201	2873	2406	1415	478	3.56	0.590	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
K00405	275.33	domain	all	0.858919	2707	2133	1737	262	4.02	0.590	cytochrome c oxidase cbb3-type subunit II
K00406	95.47	domain	all	0.979876	3024	2671	2976	388	7.95	0.590	cytochrome c oxidase cbb3-type subunit III
K00407	22.07	domain	trim	0.981839	2472	1869	289	85	16.45	0.669	cytochrome c oxidase cbb3-type subunit IV
K00408	469.13	domain	all	0.820221	856	658	2235	408	2.44	0.590	wingless-type MMTV integration site family, member 4
K00410	708.50	full	trim	0.658519	275	234	1179	598	1.35	0.590	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
K00411	81.37	full	all	0.998774	4415	3676	2168	473	4.75	0.590	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
K00412	320.13	domain	all	0.859389	3266	2673	2924	500	5.18	0.590	ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	52.50	full	all	0.963141	3959	3410	3912	312	4.21	0.590	ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00414	756.63	full	all	0.895619	439	421	1005	480	1.84	0.590	ubiquinol-cytochrome c reductase core subunit 1
K00415	381.70	full	all	0.933248	976	941	1666	696	5.81	0.590	ubiquinol-cytochrome c reductase core subunit 2
K00416	29.70	full	all	0.993820	1334	1128	1256	193	8.25	0.590	ubiquinol-cytochrome c reductase subunit 6
K00417	43.63	full	all	0.998216	1296	1119	911	210	7.67	0.590	ubiquinol-cytochrome c reductase subunit 7
K00418	37.57	domain	all	0.995929	848	734	585	167	5.91	0.590	ubiquinol-cytochrome c reductase subunit 8
K00419	34.97	domain	all	0.998653	921	741	612	138	5.36	0.590	ubiquinol-cytochrome c reductase subunit 9
K00420	26.47	domain	all	0.989111	649	547	410	146	5.25	0.590	ubiquinol-cytochrome c reductase subunit 10
K00421	750.40	full	all	1.000000	7	7	718	558	0.62	0.592	laccase [EC:1.10.3.2]
K00422	337.87	full	all	0.993895	844	821	2363	641	2.70	0.590	polyphenol oxidase [EC:1.10.3.1]
K00423	651.17	domain	all	0.946333	939	873	2929	718	4.38	0.590	L-ascorbate oxidase [EC:1.10.3.3]
K00424	35.53	full	trim	0.998398	1711	936	239	115	4.56	0.590	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
K00425	107.43	full	all	0.997535	8846	7116	4164	638	6.33	0.590	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
K00426	33.00	domain	all	0.996702	8800	6978	2357	401	7.18	0.590	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
K00427	921.10	full	trim	0.960308	484	300	878	554	0.86	0.589	L-lactate permease
K00428	124.07	full	all	0.962444	4696	4278	7626	431	8.51	0.590	cytochrome c peroxidase [EC:1.11.1.5]
K00430	112.60	domain	all	0.990264	15900	14658	11373	445	6.32	0.590	peroxidase [EC:1.11.1.7]
K00431	1164.10	full	all	0.920186	515	512	6507	1286	2.50	0.590	thyroid peroxidase [EC:1.11.1.8]
K00432	49.17	full	all	0.871144	11077	9512	3386	495	12.47	0.590	glutathione peroxidase [EC:1.11.1.9]
K00433	199.03	domain	all	0.931062	4047	3690	1844	400	12.55	0.590	non-heme chloroperoxidase [EC:1.11.1.10]
K00434	337.40	full	all	0.895903	1331	1228	2982	475	5.43	0.590	L-ascorbate peroxidase [EC:1.11.1.11]
K00435	273.03	domain	trim	0.927137	1622	1299	635	290	2.69	0.590	hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]
K00436	657.37	full	all	0.986038	306	291	668	476	1.25	0.590	NAD-reducing hydrogenase large subunit [EC:1.12.1.2]
K00437	815.47	full	all	0.905061	67	64	870	557	1.14	0.590	[NiFe] hydrogenase large subunit [EC:1.12.2.1]
K00440	301.30	full	all	0.969257	147	135	654	408	2.51	0.589	coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]
K00441	234.13	full	trim	0.820012	623	584	1670	495	8.42	0.590	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
K00442	136.37	full	all	0.989619	172	147	306	162	2.05	0.590	coenzyme F420 hydrogenase subunit delta
K00443	175.33	full	all	1.000000	143	125	442	236	1.03	0.591	coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]
K00444	502.97	full	all	0.920117	1098	906	3931	566	3.13	0.590	wingless-type MMTV integration site family, member 5
K00445	442.77	full	all	0.956333	645	553	2225	468	1.74	0.590	wingless-type MMTV integration site family, member 6
K00446	189.40	full	all	0.947236	417	381	739	346	4.71	0.590	catechol 2,3-dioxygenase [EC:1.13.11.2]
